Label,Tweets
2,"You should not choose a taxi because of the hour. The subway is safer at 3 in the morning than it is at 3 in the afternoon, largely because a vastly disproportionate amount of the very, very little subway crime that does exist is committed by high school kids picking on each other. When the little darlings head home around 8 or 9 in the evening, crime in the subway involving personal confrontations largely disappears. With an average of one robbery for every 4 and a half million passengers, you have a better chance of getting hit by lightning than of being robbed on the subway in NYC."
1,"I'm not too concerned with the time of day that we ride, but thanks for the reassurance!"
1,$400 cheaper at the Pierre---- go for it although I have not heard anything one way or the other about the recent renovations... but i don't think you will be disappointed with the Pierre--- it's not like you are comparing the Palace with hotel 99.
1,the original rooms at the Pierre were quite large...cannot imagine that they made them smaller during the renovation so go with the Pierre definitely....city views make it all the better
1,"I'm stumped by your description. The Pierre has no Executive King rooms; there are Executive King suites which are 700 square feet in area, so certainly not "";really small."";    If you don't hold a reservation for an Executive King suite (or aren't certain that's what you've got), give the Pierre a ring and ask about the square footage of the room they're holding for you."
0,"Oops, I have a City view King at the Pierre and an Executve level Corner King at the Palace. Just do not wan to be disappointed at the Pierre with a cramped room...we only get to NYC every year and a half or so so I like it to be good. The Pierre was 3 nights for the price of 2 so maybe I should take what could be my only opportunity to stay there and do it."
1,"That should be 300-320 sq. ft, but didn't you say previously that you're getting a free upgrade at the Pierre? Really, the most reliable source of information as to what you can expect is going to be the hotel itself; is there some reason you're hesitant to call them?"
0,"No, I will call. Just wanted to know if anyone had stayed there recently and what they thought."
2,"I understand, but without knowing what you might/will be upgraded to, we'd be engaging in sheer speculation as to the size of the room you'll get there. Plus, most of us don't actually measure our hotel rooms while in them, and in the absence of measurements, you can't be certain that someone else's sense of "";large""; squares with your definition of that.    Don't be shy about letting the Pierre know that you're calling because you're trying to decide between it and the Palace. Knowing that the room size is your concern may prompt them to bump you to a larger room than might otherwise be the case."
0,Very helplful. Thanks. I get an upgrade through AmEx if available but I always have when I have done this. It upgrades to a Park View for free but I could cough up some more cash for a suite but doubt I would. Years ago I said I would stay at the Pierre if I could after they treated my baby and I so well one time that we went in for some tea and a break (unlike the Plaza). Think I will do the Pierre. Thanks.
0,"YAY, hope you'll post back with a trip report -- or write a review of the Pierre for TA -- so we can hear all about it :-)     Have a great weekend!"
0,"Thanks. Also have ticket to A Steady Rain with Daniel Craig and Hugh Jackman. Will review it all! Rain, rain ,go away..."
2,depends on what kind of food you want but it does not have to be near the Garden... I would look on 9th avenue around 50th street there are tons of places from the 40's to the 60's on 9th.... from there when done go to 50th and 8th avenue and catch the A-C subway to 34th street and you will be inside of MSG.
0,"BTW .... I have to say I was surprised when I first learned that Keith ..... a 'country music' singer ..... is Australian. But I always have to laugh when I hear this line from his song "";You'll Think Of Me"";. And it goes ......     *** Take your cat(s) and leave my sweater .... 'Cause we have nothing left to weather .... In fact I'll feel a whole lot better ..... ***  http://www.youtube.com/watch?v=Jk1nw4Uoxig    Keith ..... dude .... get a hold of yourself ..... you're an Ozzie married to Nicole Kidman ..... but who you think your breaking up with ..... the 'cat lady' ?  http://www.youtube.com/watch?v=4MtCiuQ2YPU"
0,you are a keith urban fan - I agree you need help! ;-)
2,Yikes .... I forgot the question I was answering ..... okay ..... if you like BBQ or Korean ..... there's a whole stretch of Korean restaurants along 32nd Street right near the Garden.     Enjoy Keith Urban .....   http://www.youtube.com/watch?v=GkMvKeX7erI
0,Now LMV is a music critic too. wow a man of many talents.
0,be in awe of my many talents bilmin ... ;-)
0,No offense my friend but if Keith Urban can snatch Nicole Kidman I would say he is the man of many talents.
2,"Stout is a decent pub near there. Or, as Lotuspath suggested, 32nd St between Broadway and 5th is full of Korean restaurants. Some are very cheap.   www.stoutnyc.com    Lotus - you clearly don't know anything about Tamworth. It's like Nashville. But with sheep.  http://www.tamworthcountrymusic.com.au/"
2,Tick Tock Diner (in ground floor of New Yorker hotel)    Skyline Diner    Tir Na Nog    Molly Wee pub    Mustang Sally's    Local 33
0,"Good to know Kate ..... it's only surprising since country music in the US is a very distinct genre here in the USA that even Americans outside of Nashville have a hard time cracking without the proper credo and pedigree. (well ..... except that Canadian/Swiss babe Shania Twain, but she's soooo 'hot')    Anway .... ah .... well sure Keith is now married to Nicole Kidman ..... but what do we know about the girl with all the 'cats' in that song ..... what about his EX- girlfriend? What do we know about her?  http://www.youtube.com/watch?v=bp0Q3UJHrkU"
0,"Well with the exception of Kateoz, I'd say Keith Urban is one of Australia's finest transplants. :0) Sure wish I was at the Garden today!!     Oh and Lotus - obviously the man wasn't a 'cat lover'. LOL!"
2,Thanks...went to the Molly Wee...nice place..good food...good prices!!!
0,How was the show???
0,The show was awesome!!! Keith was just so great!!!!!!!!!!!!!!!
1,I don't know when it starts but you might check out Bryant Park which sets up a little village every year about that time along with an ice rink.
2,Some will be open. You can see the dates for last year here:  nymag.com/guides/holidays/holidayshopping/  I have no reason to believe they'll be significantly different in 2009.
2,"They are all really nice and generally have the same type of merchandise. If the weather cooperates check out both the Union Square and Bryant Park markets.    The Grand Central market is indoors, and the whole terminal is worth a visit and a look around, with nice places to eat on the lower lever."
1,thanks for this...i have been at xmas before and love bryants park so very excited to see that it should be open!!
2,"In the nearly 10 years I've lived in NYC, the Union Square Holiday Market has always opened the day after Thanksgiving and closed on Xmas Eve. Safe to assume it will be the same this year.    Walking around the stalls is one of my new favorite holiday traditions. Even though a lot of the booths are the same year to year, there is something so comforting and enjoyable about strolling through the packed aisles on a chilly evening.    I hope you enjoy it!"
2,"Grand Central Terminal:  Grand Central Holiday Fair -- Nov 23 - Dec 24  For the 11th year, the most exquisite collection of hand-picked vendors, artisans, and craftspeople will be open for business at The Grand Central Holiday Fair. Known for its exceptional product mix, the Holiday Fair consistently impresses customers from all walks of life. Conveniently located in the heart of midtown Manhattan, Grand Central's Vanderbilt Hall is the perfect destination for an elegant shopping experience. And, unlike other Manhattan holiday gift fairs, itтs indoors!    Bryant Park (behind main NY Public Library:  The Holiday Shops will be open November 6, 2009 - January 3, 2010.    Rock Center Xmas Tree:  The 2009 Rockefeller Center Christmas Tree lighting ceremony is going to be Wednesday, December 2, 2009.    Interesting Xmas shop:  http://www.thechristmascottage.com/    Dept Store Xmas windows - info:  ehow.com/how_2135645_enjoy-christmas-windows"
1,thanks so much for this. I have written them all into our itinerary!!
2,Mid week (tues-wed) is always less crowded for things NYC based... 1. people tend to come for long weekends and then depart (thurs-Monday) 2. the local working stiffs like me are working and not going to shows. The Radio City Music Hall shows have extensive schedules and their tickets are always being offered somewhere at substantial discounts for the shows not doing well (like 2 for 1) so keep an eye out for that and review the schedule first to see what your options are but don't buy too early and don't pay full price..
2,"Well, as a fellow tourist, I must say that I probably do pay too much for tickets as I pay for them way ahead of time to avoid missing the experience. I'm also very picky as to where I sit and this is achieved by buying ahead of time. Perhaps it boils down to what is more important to you - seeing the event and sitting where you want or saving money. As far as which is more packed (Christmas Eve or Christmas Day) try calling Ticketmaster and ask them which has more tickets available. Just a thought."
0,Thanks guys!
1,"I think both Christmas Eve and Christmas Day will be sold out. I saw it on Christmas Day 2 years ago, and it was packed.  It's a fun show though, very festive."
1,"Is it important to you that you see it on Christmas Eve or Christmas Day itself? If not, there is a 9 AM show on Saturday, the 27th -- and given the early hour, there might be greater availability of seats for that performance."
1,""";Is it important to you that you see it on Christmas Eve or Christmas Day itself? If not, there is a 9 AM show on Saturday, the 27th -- and given the early hour, there might be greater availability of seats for that performance."";    I guess it's not imperative that we see it on the 24th or 25th; it's just that I thought watching it after Xmas might not have the same effect?    Thanks for your input though, and thanks to you too Kate."
1,It's usually a busy week. What is your nightly budget (and reremember that taxes add 15% to the cost) and actual dates?
1,"I was hoping to find places for under $200/night. I see deals for $99/night - but when I look into them it turns out they don't apply to my dates, or they are for a motel far away from where I want to be."
2,That probably is the case... you don't want to stay in a place you find for $99 or they might put your 70 year old mother to work making beds.... You need to be realistic on your rates . That week is going to be expensive.
2,How old is your son? If he's 13 or under then the Eastgate Tower (affinia hotel) have a one bed room suite (2 beds) for $192 + taxes ($228 all in) but it's a pay in advance rate and non refundable. This room has a separate living area with a sofa bed.    If he's over 13 (then considered an adult) it's $232 + taxes ($274) and again it's pay in advance. Same room as above.    https:/
2,"$99 is a next to impossible price for a room in Manhattan let alone a room for 3 or a suite. Unless you're female ( I can't tell ) and will share the bedroom with your Mother while your son sleeps on a sofabed, I don't see how a suite will work.    There are only 2 suite hotels in/near the theater district- Doubletree Guest Suites Times Square and the Blakely hotel which has some 1 bedroom suites. Both will be much more money. The Metro Hotel has some family suites with 2 bedrooms but they are $295/night plus tax (15%) on those dates. I think your only hope of getting anything close to $99/night is staying outside Manhattan. How are you getting to NYC? If flying, which airport?"
1,Sorry I didn't read carefully. For under $200 you'll still have a hard time. Where/what are you seeing for $99? Probably not in Manhattan.
1,He is under 13. Thank you for that lead - I'll go check it out!
1,what is your budget in us dollars?
1,"Not really fussed. Maybe not over $400US. Would be happy with cheaper so I can shop, but I know it is an expensive time of year and very expensive city. Thanks"
1,"That was per night, not 400 for the 8 nights!"
0,Is anybody able to offer some suggestions so I can try to narrow my search???
1,You might want to try the good advice you were given previously:     tripadvisor.com/ShowTopic-g60763-i5-k2913597
2,"Check out   1. Hilton Garden Inn, Times Square - consistently good reviews on TA, AAA discount if you're a RACV member, under $400 USD + tax. We're staying here in February.    http://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml;jsessionid=FJIYV1HEI2J0YCSGBJNMVCQ?ctyhocn=NYCMWGI    2. Travelzoo, US edition for deals    http://hotels.travelzoo.com/new-york-hotels/    3. The Belvedere - good reviews. My mum's friends have just returned and thought it was great.    http://www.belvederehotelnyc.com/"
0,ha ha-I didn't even remember writing that post. Thanks for reinding me-I will have a read now.
1,http://www.blakelynewyork.com/    The Blakely on W. 55th St. is showing rooms for $277.50 for your dates.
2,"I have just returned from a week in the Belvedere hotel.  It is located in the heart of theatreland and less than 5 minutes walk from Times Square.  I can highly recommend it, but have a look at the reviews for yourself."
2,"The best museum for you will be MoMA, the world's greatest modern art museum:  http://www.moma.org/  Though the Metropolitan, which is our largest museum, has good modern holdings as well:  http://www.metmuseum.org/  Have you seen our list of must-see's and must-do's?  tripadvisor.com/Travel-g60763-s409/New-York-Everything you mention will be open on New Year's Eve and New Year's Day.  We don't celebrate Boxing Day here, but yes, all of the post-Christmas sales begin on December 26th."
2,"Boxing Day doesn't exist here. Most Americans have never heard of it so the big sales start on the 26th. Many of the things you list like Central Park, Brooklyn Bridge Ground Zero, Staten Island Ferry are free and never close. Some things close on New Year's Day but there are plenty of things open. Here's a list from last year  newyorkology.com/archives/ats_open_new.php"
0,"Super thanks you guys, l shall go and read all of these. I forget you don't have Boxing Day, do you get the day off as a bank holiday at least? Definitely need it ;)"
1,""";do you get the day off as a bank holiday at least?"";    We really don't refer to our holidays as bank holidays either, as far as I know. I think Federal Holiday is more often used.    But to answer your question it really depends on what day of the week Christmas is. I it is on a Sunday, many places will give Monday (26th) as a holiday. If Christmas is a Saturday, Friday (24th) will be a holiday.     For example in 2005, Christmas was a Sunday, so the Federal Holiday was Monday. What individual employers do depends on the business and   whether they are jerks or afraid of a revolt.    2005 Example  opm.gov/Operating_Status_Schedules/05.asp    If Christmas is a Tuesday, then just Tuesday is the holiday."
0,What are the exact dates of your travel... You will need to get subway information from your friend... Are you coming by yourself and will your friend from Astoria be taking you out ?
0,I am coming by myself     My friend will be taking me out (probably at night and I might sightsee by myself during the day)
0,"Well, what do you want to do?     My "";must-dos""; would never include about 90% of what many people seem to like, so we need to know what you're into."
0,"I want to have nice meals, go out (lounges more than night clubs), see a few landmarks (Central Park, Rockefeller Plaza, Times Square), shop and see some cool areas (Little Italy for example)"
1,little italy is not worth your time imo
2,"I grew up in Houston and live in NJ now, so maybe I can provide some perspective on the weather. If you look in the list of top questions (on the right side of the NYC forum page), the 5th question is about weather. If you click on it, you'll get a table that shows the average high and low temperatures by month. For December, the average low is 32F and the average high is 42F. That's within the range of what you probably experience at some point ever winter in Louisiana.    If you're sightseeing, you might be moving from the cold outdoors to heated (or often overheated) spaces indoors repeatedly throughout the day. The typical advice for dealing with such conditions -- dress in layers, etc. -- applies. Also, consider the possibility that you might encounter some snow (not necessarily likely, but possible). You'll want a pair of boots just in case -- and they really should be waterproof, because the slushy puddles that form as the snow melts are often a bigger problem than the sn
ow itself.    What you should see while you're in NYC really depends on your interests, but don't let the cold weather stop you (unless you had your heart set on swimming the East River). If you get cold, stop for coffee / tea along the way and warm up."
0,Thanks all I am so excited about the trip!
0,Have a fab trip! And congrats on losing all that weight - amazing!!!
0,"Show recommendations???"";"
1,For show recommendations---- go on www.broadwaybox.com and read the synopsis of each show... some are discounted some are not.... Have you seen anything at all in the theater and do you like plays or musicals... If you have seen something what did you like and what did you not like.
1,My 17 year-old son loved In the Heights.
2,"Off Broadway Fuerza Bruta is an amazing show that is perfect for teens. Dazzling lights, audience participation, anger management, it's just amazing:    www.youtube.com/watch?v=taBAtxasWto    Another great thing about this show is that the theater is in Union Square. Great place to come to after the show. The Heartland Brewery or Blue Water Grill are great places to eat. After dinner, hang out in the Square and watch New York go by."
2,"I highly recommend Toxic Avenger and Avenue Q. Lots of teen-tacky humor, but fun for adults, too! If they like South Park, they'll love these!! (And you'll be sooo cooooool!)    Both are playing at New World Stages on W. 50th Street, and are usually offered for discounts (either on line or at TKTS booths.)    Re: Rock of Ages - do they like 80's hair-band music? Or is it just you?    ;o)"
2,"DIdn't see Toxic Avenger, but Avenue Q is a winner. If you are sensitive to songs about porno, racism and teenage angst - or if muppet sex skeevs you out, this one may not be for you. But, I got world-wise city kids who both had a blast."
2,"The Lion King was out of this world, really amazing production. Im just back from NYC today - saw the show on Saturday in Minskoff theatre. Im 25 and my bf is 23 and we both LOVED it! I would def go and see it again. It's not to be missed and worth every penny!!"
1,"You can't go wrong with Shrek or The Lion King, regardless of the ages."
0,Edit on previous post - it should have read Wicked or The Lion King.    Sorry!!
2,I would also add Memphis to the list of shows teens would like. I can't wait to take my 15 and 17 yo daughters. I was able to get discounted tickets at Broadwaybox.com
2,"I recommend Wicked. Just saw it and it is full of great songs and wonderful stage, and the plot has a lot of teen issues like fitting in, bullying, and the fact that every story has 2 sides. Would love to take my teen."
1,"emg, ""; but if you are travelling with Delta......,""; can not tell what you mean. Are you talking about discount coupons, using a Delta AMEX credit card, etc."
2,"Re: Outlet Shopping\Discount Shopping.    We've visited Woodbury Common several Times on our previous 5 visits. It's around a 1 hour drive by coach from the Port authority Bus terminal. Ticketc cost around ТЃ40... it was 2 years since we last visited so it may have gone up. You'll have to factor the cost of traveling when thinking of the savings you may make.   Woodbury Common is HUGE!!, especially compared to any outlet malls in the UK. All the big names are there, Nike Adidas, Gucci, Channel, Under Armour Gap, Oakley, North Face... etc etc a Clothes Shoppers Paradise. The discounts are usually very good. Especially compared to UK prices. We found some great bargains in the North Face Store, saving nearly 80% on retail prices in the UK!!. CK, Armani and Diesel offered some similar bargains. It's definately worth a visit if your main aim is to shop till you drop..."
2,"Actually, many of the locals would say a trip to Woodbury is not worth the time and expense unless you're looking for very high end designer labels like Gucci, Prada, Chanel etc. which are hard to find at discount anywhere else. For regular moderate priced designers or basic clothing, you might just as well look at the discount stores in Manhattan (Loehmann's, Daffy's, Century 21 etc.) and serve yourselves the time and trouble of the trip. The regular stores are also always having sales to move stock in this recession. Dept. stores like Macy's and Bloomingdales offer visitors an 11% discount if you register at the service desk before shopping with proof you don't live here (driver's license is fine).     Have no idea what you're referring to with Delta. Perhaps it's an issue with where their terminal is located? In what context are these mentions? Can you provide a link?"
1,"Thank you all for your replies. I will probably just stay in the city to do clothes shopping as i only need a few outfits and i am not too bothered about "";designer names"";,    Cannot find the link referring to Delta but it was concerning terminals.!"
1,Woodbury is a nightmare I have had glad you are staying in the city!
2,"It was in the context of whether to take Airtrain or a cab from the airport. I mentioned how long the cab line is when you arrive at the Delta terminal late at night. The roadway under the terminal is narrow and the taxi dispatcher is an idiot. The cab drivers tell me they're sitting in a lot waiting for the dispatcher to call them to the terminal when there is a long line... The last time I landed there I actually begged the guy to call the lot and he refused! Meanwhile, black cars line up to illegally solicit rides, blocking the few cabs who want to get through. Its a mess and my comment was to always do Airtrain when possible.    I fly Delta a lot, by choice - because they let you prebook exit rows, fly to where I'm going and are usually reasonably priced. This past year, I've pretty much flown Delta and Jet Blue exclusively.... The only time Delta is bad is if you have to go via Atlanta and the flights change giving you 40 minutes to transit there."
0,"HI Evening, thanks for clearing that up. I was beginning to think that i  imagined reading your post.!!"
0,"that happens to me all the time - then I have to figure out what post that "";aside""; was in...."
2,"The crown access is sold out months in advance and can only be gotten through the official web site.... With the passes you have you are going to have long wait. If you have not ordered the passes yet I would not do so, especially the 7 day one... It is overpriced and the admission info they tell you about not  accurate. For most people it is not the way to go"
2,"What do you mean we'll have a long wait? I thought we could skip the ticket line and get straight in the (very long) waiting line?    This is what it says on the website:  "";Free round-trip ferry ticket. New York Pass allows you to skip the ticket purchase line by presenting your Pass at the Eastern National bookstore inside Castle Clinton National Monument to receive your ticket for the Statue of Liberty and Ellis Island ferry."";    We haven't ordered them yet and if I have my full "";intinerary""; I'll see wath would be cheaper. But the biggest plus about the NY Pass to me was that we could skip some lines and save some time. (ESB,TotR)"
2,Most people who go to the statue have timed tickets for the boat... everyone else gets in line.... the last person who wrote about the NY PAss said they were not able to skip any lines and if you are not going to have a monument pass there is really not much reason to go to the island... Others who have been watching this will chime in . I would not rely on NY PAss to give you the information because they are trying to sell you something... I would look at the official statecruises web site and see what they say about people with this pass. The longer line at ESB is through security not the ticket line and I don't think you can skip that one either. I know on those passes they list the fee to enter the Met Museum as $20 when in fact it is always pay what you wish and many other places they list have free days..  The real danger of the passes is that people become slaves to it and feel they have to make back their investment. That is not the best way to see the city.
1,"I've checked the Statuecruises website but they don't say anything about the pass, but that's allright, you've helped me out fine.     I'll think twice about getting those passes, I think you're right with the "";becoming a slave to the pass""; thing."
2,If it helps you out the only real lines that people talk about are the SOL and ESB. The other places rarely have lines.... I also would not get a timed ticket for the ESB because it is so weather dependent... You don't want to go up there unless it is a clear day/// like today for instance is cloudy and rainy and it would be a waste of time.... For those kinds of sights you can always go to Top of the Rock where there rarely is a line.
2,"We recently did this with the NY pass. The queue you can avoid is the one to buy tickets, NY pass holders get their tickets from the bookstore inside Clinton monument. We got ours the day before, got up early the next day and got on the first ferry at 8:30 am. We went into the monument on our ticket, didn't have to buy anything extra."
1,elevonic--- Once you got your ticket were you just meshed in with those that held time tickets for 8:30 or was there a separate line ? This time of year is not as crowded as the summer but I was wondering how they handled that.
1,"bilmin - the time I got there we were the first ones there! So don't know if there was another line at all, although I suspect there wasn't. The only advantage I could see with the NY pass was if there was a queue to buy your actual ticket, not queue for the security check etc."
1,There are discounts for this show all the time. You just have to find them. If you find one of the 2 for 1 specials for your date I would grab them.
2,Those advance purchase tickets deals likely won't be available for your dates soon - they just started coming out for November shows. try: broadwaybox.com ; theatremania.com and playbill.com . Might see 25% off come out first but you can afford to wait for better as there will be discount tickets available at tkts day of the show. I see it almost every year during peeak times and always buy my tickets at the tkts booth and have always gotten excellent seats.
2,I agree I don't think you'll find discount tickets to buy in advance for those dates. The discounts tend to be for Nov. You can wait until you arrive and get same day tickets at one of the TKTS booths. The theater is large and sitting further back is actually better than sitting close.
2,"I received an early invitation to buy tickets last month. Non-peak shows are listed at 11 am. 2,5 and 8pm for Dec 15-16. Same shows are non-peak on the 17th with the exception of 8pm show which is peak show as are all other shows till the end of Dec. You probably would not have a problem waiting to buy tickets if you are flexible and go to a day-time non-peak show. If you want to go 18th, 19th or 20th I would buy now. I usually attend the second week of Dec., there is always empty seats here and there. I splurge and buy good seats, you want to be on the first level, I tried the second mezz and nope, not the same. Orch/1st mezz are $105. Non-peak orch/1st mezz are $75. Premium tickets avail too, but the Orch/1st mezz have been great. My offer was buy one ticket get one free. But only for non-peak shows Nov 13-25 and the 30th. code DMBOGO purchase before 10/30."
2,"Waiting is definitely the best thing to do for cheaper, better seats. This is a large venue and they put on as many as 3 shows per day.     Weekday and morning / early afternoon performances are probably better for discounts. We went to a Tuesday 11:00 am show ( Dec 16 ) the week before 25th holiday.    Here is what I experienced. Premium tickets were going for $90 each in November. In early Dec prices for same seats were lowered to ~$70. Soon after that they offered 2 for the price of one, so we had 4 very good seats for just ~$150.    And there were still a lot of empty seats in the theatre."
1,"If they don't, they'll get you one. ;) They do offer overnight shoe shine and robes and slippers."
0,And the winner of the most random question of the day is....
0,Now Mel--- I am surprised you did not tell the OP where in Park Slope they could buy that shoe horn rather than pack that heavy item in their luggage. Perhaps they were afraid of being tagged as the shoe horn bomber.
0,Well - I'm fessing up - if a hotel doesn't; provide shoe horns - I'm taking my business elsewhere!!!!  This is unconscionable - I mean - what are they thinking?  Poppa
0,"Well, a shoe horn after all is one of those items one can't possibly pack in one's suitcase...would take up way too much space!"
1,"Random is me through and through I'm afraid.    Well the thing is I bought a pair of shoes the other day, no lace type, and for the first time ever I have required the need for a shoe horn. I'm quite easily pleased. I purchased one at a store in my home town, but its quite boring and plain, so I am hoping as the trump is the next big hotel I am staying at will have one with their emblem on it.     p.s. I am not planning on taking the said shoes to NYC!!! ha ha"
0,Perhaps we should alert the Trump organization that one of the members of the notorious shoe horn swipers is planning their next heist in NYC.  Is INTERPOL still in existence?  You know a shoe horn with a logo works much better than a plain old generic model!  Perhaps a carefully worded inquiry to the hotel would be in order from the OP.  As long as it doesn't tip them off!  This is really amusing..........at least he/she doesn't want to know who's buried in Grant's tomb.  Poppa
2,"If you are not taking said shoes to NY........Why do you need a shoe horn?    I think there is more to this request than meets the eye, or the foot for that matter"
1,"If you are not taking said shoes to NY........Why do you need a shoe horn?    I think there is more to this request than meets the eye, or the foot for that matter"
0,LOL! I said it before and I'll say it again - the entertainment factor on this board is priceless!
0,Does anyone know if they provide complimentary shoe horns?  Must be a Must Do !!!
0,all i want is a posh shoe horn!! lol
0,"We all want something, Ray. One man's posh shoehorn, is another man's elephant's foot umbrella stand. BTW, Trump is a vulgarian."
0,He's from Vulgaria? I always thought he was American!! ;-)
2,"My emergency may be over, rather than having to wait till december for a lovley shoe horn. A collegue of mine is going to rome on wednesday and she has promised to bring me one back if they have them"
0,This is really a step up from bringing home the hotel stationery!
0,"I can get you a shoe horn from the 99 hotel cheap---- but 2 things, it may be a fake and second please don't tell Alice Palace or CockelCove where you got it."
0,"on my return I promise to do review of the hotel. Something that i have been lazy with, the said review shall of course have a picture of my new shoe horn"
0,"Ray, We're not shoe horn people, but we did take a very nice faux ivory one from a hotel in Vienna, so we hear ya :)"
1,I have no idea what you mean by observe his Italian history. Unless you mean to post in the Italy forum.     Maybe you mean something like the Tenement Museum?  http://tenement.org/    Which is of course the American history of (mostly) European immigrants.
2,"Do you mean you want to focus on Italian-American heritage sights in NYC? Well, if you fly into Fiorello LaGuardia airport, you're off to a good start. ;o)    Some must-see places for Italian-American history are:    Ellis Island    The Tenement Museum    www.tenement.org    Arthur Avenue in the Bronx    http://www.arthuravenue.com/index.jsp    I don' t know much about the Garibaldi-Meucci Museum, but it sounds interesting:    dyswebtools.com/cgi-bin/p/awtp-home.cgi  Mozart's Veneitian-born libretist, Lorenzo da Ponte was a professor of Italian at Columbia U. years after he wrote Marriage of Figaro and Don Giovanni.    columbia.edu/cu/eson.html    You can skip Little Italy in Manhattan. It's actually "";Microscopic Italy""; - it's 4 blocks long with over-priced, mediocre touristy restaurants. I've never been to the Italian American Museum on Mulberry Street, but youan check it out:    italianamericanmuseum.org/news/ihcm_09.html    The two things that 
are still great in Little Italy are canollis at Ferrara's bakery and the Vietnamese noodle shops."
1,"While I agree in general with QB, there are a couple of spots in Manhattan's Little Italy you may be interested in Alleva, which is the oldest Italian dairy in the US:  http://www.allevadairy.com/  Di Pali Fine Foods is another well-known Italian shop in Little Italy, famous for their burrata:  http://www.dipaloselects.com/"
0,"Sorry, typing on the phone: Di Palo's, not Di Pali's."
1,"A "";Neighborhood Walking Tour, Immigrant Soles""; is offered through the Tenement Museum:     http://www.tenement.org/tours.php"
2,"Little Italy is still great. Stop by and stroll the streets, the Maitre D will hawk you to come and hear the menu, same as in Italy! In warmer weather, you can eat al fresco at table streetside, with Italian music playing and front row seats to people watch the comings and goings! There are tons of good restuarants. Here's a link:  http://www.littleitalynyc.com/gethere.asp    Da Tomasso  Paeano's  Sorrento's  Il Cortile  are all favorites of mine! But go and find your own!   And check out the Italian American Museum while you're there.  http://www.italianamericanmuseum.org/"
1,"How about a backstage tour of the Metropolitan Opera?    www.metoperafamily.org/metopera/about/tour/    Or see a show!    metoperafamily.org/metopera/nres.aspx    Some tidbits from their website:    "";Arturo Toscanini made his debut in 1908"";    "";Enrico Caruso arrived in 1903, and by the time of his death had performed more times with the Met than with all the worldтs other opera companies combined. "";"
2,"Little Italy can be a tourist trap. It's crowded, the restaurants are overpriced and the area is shrinking more and more as Chinatown takes it over block by block. It's hard to say one wants an Italian experience in NYC because it's such a melting pot. It's great to come to NYC to explore many cultures of the people who live here. You can come and hear 10 different languages spoken in the streets every day. Italian history is all over the five boroughs. But, to be specific, you have Arthur Ave up in the Bronx, the Middle Village neighborhood of Queens, Bensonhurst and Carroll Gardens in Brooklyn. There is even an Italian American Heritage Museum on Mulberry St in Little Italy. Buon viaggio!"
2,"There aren't too many other places with a view. One if By Land is very romantic, no view but it's in an old carriage house in Greenwich Village. Roaring fire, piano, etc. I was disappointed with the food, however.     The View is the revolving restaurant at the top of the Marriot Marquis. I think it's overpriced but you could go there for a drink or dessert to get your view."
2,"We had a very good meal at the Boathouse in Central Park, we went for Sunday brunch, lovely setting. Probably not so good for evening, locals can let you know.  We enjoyed The View, but atmostphere not very special for a romantic dinner."
0,bateauxnewyork.com
2,"Here's a roster of restaurants with notable views with hot links to their web sites:  tripadvisor.com/Travel-g60763-c67171/New-YorThey are not all of the same quality (the list is intended to be informational only), but you can compare reviews on menupages.com, Zagat, citysearch, and Yelp. And once you've whittled it down to 2-3 possibilities, post back for assistance in making the final decision."
1,"It's rare to get a combination of a view AND good food. Honestly, I would sacrifice the view for dinner: you'll have plenty of other opportuinities to see the city, and wouldn't you rather focus on looking at your partner for your anniversary? You could take a trip up the ESB or across the Brooklyn Bridge AFTER dinner if you really want a view to be a part of your evening."
1,Which day?
2,"*** We were looking for a good mix of great view, romantic, and good food for our anniversary dinner ***    Okay .... similar to the River Cafe is the 'Water's Edge' in LIC. It also sits right on the water with a pretty nice view of the 59th Street Bridge and midtown Manhattan (Empire State Bldg., Chrysler Bldg. and UN). The surrounding area in LIC is not as nice as B'klyn Heights but there used to be a private ferry that can take you across the East River from Manhattan right to the restaurant dock.   The property was just bought by an Asian restaurant group but I think I read they also bought the ferry boat. The whole restaurant has just been renovated after the sale, so I have not had a chance to see what the new owners did with the place. But the for food, view and romance ..... this might fit the bill.  http://www.watersedgenyc.com/"
0,"Yep, I heard that Water's Edge changed hands and has improved. (I actually enjoyed my one dinner there about 10 years ago, and the view is great, so it seems like a good option.) I'm going to a wedding there in June.    I agree with BrooklynBrdge - focus on the food and atmo for dinner, enjoy the view later going to the top of the ESB or TOTR, or at a rooftop bar or even on the Staten Island Ferry.    Even the food is not the best, the atmo and view at Metrazur is stunning. It's located on the balcony of the main hall of Grand Central Terminal. Awesome!"
0,If your date happens to be Dec. 20 I have a reservation for 2 that I'm going to cancel. Maybe there's a way to transfer it?
0,If your date happens to be Dec. 20 I have a reservation for 2 that I'm going to cancel. Maybe there's a way to transfer it?
1,"From the TOP QUESTIONS ABOUT NYC, which appears in the side-bar just to the right of your post:  tripadvisor.com/Travel-g60763-c74298/New-Yor"
